0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.00000000,0.00257237,-0.00287368,0.00030131,-0.00000000,-0.00000000
-0.00000066,0.00771712,-0.00862104,0.00090370,-0.00000066,0.00000022
-0.00000460,0.01543416,-0.01724182,0.00180611,-0.00000460,0.00000154
-0.00001643,0.02572298,-0.02873432,0.00300582,-0.00001643,0.00000551
-0.00004271,0.03858199,-0.04309330,0.00449699,-0.00004271,0.00001432
-0.00009199,0.05400753,-0.06030686,0.00626849,-0.00009199,0.00003084
-0.00017474,0.07199266,-0.08035237,0.00830115,-0.00017474,0.00005855
-0.00030339,0.09252560,-0.10319154,0.01056435,-0.00030339,0.00010159
-0.00049226,0.11558802,-0.12876484,0.01301216,-0.00049226,0.00016465
-0.00075750,0.14115319,-0.15698534,0.01557917,-0.00075750,0.00025297
-0.00111704,0.16918408,-0.18773256,0.01817626,-0.00111704,0.00037221
-0.00159045,0.19963162,-0.22084665,0.02068663,-0.00159045,0.00052840
-0.00219883,0.23243336,-0.25612361,0.02296249,-0.00219883,0.00072775
-0.00296469,0.26751257,-0.29331198,0.02482288,-0.00296469,0.00097653
-0.00391179,0.30477806,-0.33211185,0.02605291,-0.00391179,0.00128088
-0.00506505,0.34412481,-0.37217619,0.02640470,-0.00506505,0.00164667
-0.00645043,0.38543528,-0.41311481,0.02560018,-0.00645043,0.00207933
-0.00809501,0.42858134,-0.45450048,0.02333536,-0.00809501,0.00258374
-0.01002698,0.47342646,-0.49587666,0.01928591,-0.01002698,0.00316419
-0.01227588,0.51982791,-0.53676584,0.01311338,-0.01227586,0.00382436
-0.01487279,0.56763848,-0.57667774,0.00447154,-0.01487277,0.00456739
-0.01785076,0.61670758,-0.61511647,-0.00698765,-0.01785072,0.00539597
-0.02124509,0.66688145,-0.65158622,-0.02160872,-0.02124502,0.00631252
-0.02509388,0.71800247,-0.68559527,-0.03972817,-0.02509377,0.00731939
-0.02943845,0.76990761,-0.71665845,-0.06167073,-0.02943827,0.00841901
-0.03432381,0.82242628,-0.74429821,-0.08774627,-0.03432353,0.00961416
-0.03979924,0.87537764,-0.76804492,-0.11824713,-0.03979882,0.01090815
-0.04591883,0.92856781,-0.78743649,-0.15344580,-0.04591820,0.01230496
-0.05274214,0.98178712,-0.80201807,-0.19359277,-0.05274120,0.01380946
-0.06033500,1.03480779,-0.81134169,-0.23891459,-0.06033364,0.01542741
-0.06877064,1.08738230,-0.81496655,-0.28961211,-0.06876867,0.01716557
-0.07813107,1.13924270,-0.81245972,-0.34585904,-0.07812828,0.01903161
-0.08850917,1.19010130,-0.80339785,-0.40780097,-0.08850523,0.02103393
-0.10001146,1.23965309,-0.78736983,-0.47555481,-0.10000596,0.02318137
-0.11276193,1.28758009,-0.76398105,-0.54920870,-0.11275432,0.02548272
-0.12690715,1.33355838,-0.73285996,-0.62882196,-0.12689669,0.02794601
-0.14262262,1.37726804,-0.69366809,-0.71442438,-0.14260830,0.03057752
-0.16012021,1.41840691,-0.64611561,-0.80601356,-0.16010071,0.03338043
-0.17965520,1.45670881,-0.58998517,-0.90354816,-0.17962873,0.03635305
-0.20152934,1.49196698,-0.52516756,-1.00693419,-0.20149347,0.03948646
-0.22608072,1.52406233,-0.45171149,-1.11600169,-0.22603221,0.04276165
-0.25364103,1.55299297,-0.36988447,-1.23047115,-0.25357556,0.04614633
-0.28442278,1.57889381,-0.28022693,-1.34991689,-0.28433475,0.04959263
-0.31828681,1.60202467,-0.18355769,-1.47374819,-0.31816941,0.05303843
-0.35439232,1.62270948,-0.08088897,-1.60123420,-0.35423814,0.05641672
-0.39096170,1.64127498,0.02667550,-1.73154688,-0.39076429,0.05967358
