0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00032259,-0.99852271,-0.00170467,0.00029140,0.00017429,-0.00006402
0.00096677,-0.99556835,-0.00511354,0.00087388,0.00052236,-0.00019204
0.00192959,-0.99113192,-0.01023780,0.00175334,0.00104267,-0.00038395
0.00320615,-0.98520330,-0.01710005,0.00294173,0.00173267,-0.00063955
0.00478960,-0.97776731,-0.02573396,0.00445681,0.00258881,-0.00095856
0.00667112,-0.96880389,-0.03618379,0.00632178,0.00360652,-0.00134055
0.00883994,-0.95828831,-0.04850362,0.00856475,0.00478019,-0.00178493
0.01128333,-0.94619143,-0.06275652,0.01121811,0.00610319,-0.00229090
0.01398659,-0.93248007,-0.07901326,0.01431761,0.00756785,-0.00285742
0.01693305,-0.91711749,-0.09735074,0.01790126,0.00916542,-0.00348314
0.02010409,-0.90006401,-0.11785002,0.02200790,0.01088614,-0.00416633
0.02347914,-0.88127771,-0.14059377,0.02667539,0.01271915,-0.00490484
0.02703570,-0.86071545,-0.16566321,0.03193843,0.01465254,-0.00569604
0.03074941,-0.83833393,-0.19313437,0.03782601,0.01667338,-0.00653676
0.03459412,-0.81409099,-0.22307380,0.04435829,0.01876771,-0.00742323
0.03854203,-0.78794707,-0.25553371,0.05154327,0.02092062,-0.00835107
0.04256381,-0.75986674,-0.29054669,0.05937300,0.02311633,-0.00931527
0.04662889,-0.72982023,-0.32812030,0.06781980,0.02533830,-0.01031022
0.05070571,-0.69778484,-0.36823183,0.07683244,0.02756938,-0.01132975
0.05476209,-0.66374609,-0.41082365,0.08633278,0.02979199,-0.01236720
0.05876566,-0.62769836,-0.45579967,0.09621298,0.03198836,-0.01341559
0.06268423,-0.58964508,-0.50302327,0.10633372,0.03414076,-0.01446771
0.06648629,-0.54959815,-0.55231690,0.11652343,0.03623171,-0.01551634
0.07014135,-0.50757676,-0.60346361,0.12657874,0.03824421,-0.01655437
0.07362023,-0.46360563,-0.65621011,0.13626593,0.04016195,-0.01757503
0.07689528,-0.41771289,-0.71027106,0.14532321,0.04196934,-0.01857200
0.07994035,-0.36992777,-0.76533403,0.15346344,0.04365159,-0.01953953
0.08273072,-0.32027848,-0.82106428,0.16037686,0.04519466,-0.02047247
0.08524279,-0.26879048,-0.87710911,0.16573360,0.04658507,-0.02136637
0.08745372,-0.21548530,-0.93310099,0.16918573,0.04780975,-0.02221738
0.08934093,-0.16038016,-0.98865951,0.17036865,0.04885573,-0.02302224
0.09088157,-0.10348839,-1.04339194,0.16890203,0.04970989,-0.02377817
0.09205196,-0.04482077,-1.09689258,0.16439032,0.05035863,-0.02448275
0.09282709,0.01561220,-1.14874109,0.15642324,0.05078760,-0.02513380
0.09318007,0.07779711,-1.19850011,0.14457641,0.05098138,-0.02572921
0.09308184,0.14171343,-1.24571242,0.12841247,0.05092336,-0.02626676
0.09250085,0.20732829,-1.28989795,0.10748320,0.05059553,-0.02674397
0.09140311,0.27459014,-1.33055100,0.08133266,0.04997848,-0.02715785
0.08975239,0.34342143,-1.36713780,0.04950188,0.04905159,-0.02750468
0.08751086,0.41371009,-1.39909467,0.01153512,0.04779335,-0.02777983
0.08464016,0.48530021,-1.42582706,-0.03301211,0.04618195,-0.02797746
0.08110305,0.55798184,-1.44670937,-0.08456345,0.04419628,-0.02809033
0.07686564,0.63148053,-1.46108582,-0.14351074,0.04181715,-0.02810960
0.07190033,0.70544705,-1.46827214,-0.21020227,0.03902902,-0.02802476
