1,2,0.005
2,3,0.005
3,4,0.005
4,5,0.005
5,6,0.005
6,7,0.005
7,8,0.005
8,9,0.005
9,10,0.005
10,11,0.005
11,12,0.005
12,13,0.005
13,14,0.005
14,15,0.005
15,16,0.005
16,17,0.005
17,18,0.005
18,19,0.005
19,20,0.005
20,21,0.005
21,22,0.005
22,23,0.005
23,24,0.005
24,25,0.005
25,26,0.005
26,27,0.005
27,28,0.005
28,29,0.005
29,30,0.005
30,31,0.005
31,32,0.005
31,33,0.005
33,34,0.005
34,35,0.005
35,36,0.005
36,37,0.005
37,38,0.005
38,39,0.005
39,40,0.005
40,41,0.005
41,42,0.005
42,43,0.005
43,44,0.005
44,45,0.005
45,46,0.005
46,47,0.005
47,48,0.005
14,49,0.005
48,50,0.005
50,51,0.005
51,52,0.005
52,53,0.005
53,54,0.005
54,55,0.005
53,56,0.005
56,57,0.005
57,58,0.005
58,59,0.005
59,60,0.005
60,61,0.005
61,62,0.005
55,63,0.005
63,64,0.005
64,65,0.005
65,66,0.005
66,67,0.005
61,68,0.005
68,69,0.005
69,70,0.005
67,71,0.005
70,72,0.005
71,73,0.005
72,74,0.005
72,75,0.005
74,76,0.005
73,77,0.005
77,78,0.005
39,79,0.005
78,80,0.005
80,81,0.005
81,82,0.005
76,83,0.005
83,84,0.005
82,85,0.005
84,86,0.005
14,87,0.005
86,88,0.005
88,89,0.005
80,90,0.005
89,91,0.005
85,92,0.005
92,93,0.005
93,94,0.005
90,95,0.005
91,96,0.005
11,97,0.005
94,98,0.005
96,99,0.005
99,100,0.005
100,101,0.005
101,102,0.005
102,103,0.005
103,104,0.005
98,105,0.005
104,106,0.005
106,107,0.005
107,108,0.005
27,109,0.005
108,110,0.005
110,111,0.005
111,112,0.005
107,113,0.005
105,114,0.005
114,115,0.005
112,116,0.005
96,117,0.005
116,118,0.005
62,119,0.005
105,120,0.005
118,121,0.005
121,122,0.005
122,123,0.005
115,124,0.005
87,125,0.005
115,126,0.005
123,127,0.005
124,128,0.005
128,129,0.005
45,130,0.005
127,131,0.005
113,132,0.005
114,133,0.005
24,134,0.005
129,135,0.005
131,136,0.005
126,137,0.005
136,138,0.005
138,139,0.005
136,140,0.005
140,141,0.005
83,142,0.005
132,143,0.005
124,144,0.005
135,145,0.005
141,146,0.005
145,147,0.005
143,148,0.005
148,149,0.005
149,150,0.005
146,151,0.005
137,152,0.005
148,153,0.005
126,154,0.005
150,155,0.005
153,156,0.005
151,157,0.005
71,158,0.005
157,159,0.005
147,160,0.005
159,161,0.005
161,162,0.005
78,163,0.005
160,164,0.005
162,165,0.005
82,166,0.005
100,167,0.005
152,168,0.005
161,169,0.005
156,170,0.005
165,171,0.005
168,172,0.005
150,173,0.005
168,174,0.005
88,175,0.005
171,176,0.005
164,177,0.005
176,178,0.005
149,179,0.005
177,180,0.005
178,181,0.005
173,182,0.005
170,183,0.005
183,184,0.005
181,185,0.005
185,186,0.005
160,187,0.005
185,188,0.005
169,189,0.005
172,190,0.005
188,191,0.005
174,192,0.005
187,193,0.005
182,194,0.005
191,195,0.005
195,196,0.005
189,197,0.005
193,198,0.005
91,199,0.005
113,200,0.005
196,201,0.005
173,202,0.005
198,203,0.005
168,204,0.005
79,205,0.005
54,206,0.005
203,207,0.005
180,208,0.005
172,209,0.005
201,210,0.005
210,211,0.005
88,212,0.005
197,213,0.005
24,214,0.005
211,215,0.005
117,216,0.005
213,217,0.005
207,218,0.005
208,219,0.005
182,220,0.005
215,221,0.005
184,222,0.005
222,223,0.005
12,224,0.005
223,225,0.005
218,226,0.005
218,227,0.005
225,228,0.005
227,229,0.005
225,230,0.005
221,231,0.005
155,232,0.005
226,233,0.005
228,234,0.005
180,235,0.005
126,236,0.005
231,237,0.005
174,238,0.005
216,239,0.005
224,240,0.005
237,241,0.005
238,242,0.005
129,243,0.005
218,244,0.005
184,245,0.005
241,246,0.005
197,247,0.005
246,248,0.005
213,249,0.005
132,250,0.005
246,251,0.005
199,252,0.005
219,253,0.005
244,254,0.005
95,255,0.005
170,256,0.005
251,257,0.005
244,258,0.005
244,259,0.005
222,260,0.005
257,261,0.005
261,262,0.14800207953441563
